704,397,"","GAD01 kv",101
705,399,"","GAD12 kv",101
706,400,"","GAD3pls kv po",101
707,403,"","AT1 kv pr",101
708,404,"","ATX kv",101
709,405,"","AT2 kv",101
710,406,"","1v3pls kv",101
711,407,"","GG1vGG2 kv",101
712,408,"","I2plsvII2pls kv",101
713,414,"","DP1 kv pr",101
714,415,"","DPX kv",101
715,416,"","DP2 kv po",101
756,240,"","DS1 kv",101
757,257,"","DS2 kv",101
758,272,"","1zniznFG1 kv",101
759,273,"","XzniznFG1 kv",101
760,274,"","2zniznFG1 kv po",101
761,275,"","1zniznFG2 kv",101
762,276,"","XzniznFG2 kv",101
763,277,"","2zniznFG2 kv",101
764,280,"","1zniznI2pls kv",101
765,281,"","2zniznI2pls kv",101
766,282,"","1-1znizn3pls kv",101
767,283,"","1-1zniznI2pls kv",101
768,290,"","I2plszniznII1pls kv",101
769,291,"","I1plszniznII2pls kv",101
770,293,"","G-G kv",101
771,294,"","1zniznGG kv",101
773,306,"","I2plszniznII3pls kv",101
774,307,"","GG1zniznGN2 kv",101
775,308,"","GN1zniznGG2 kv",101
776,309,"","GN1zniznGN2 kv",101
777,312,"","1zniznI1pls kv pr",101
778,325,"","D1XzniznI2pls kv",101
779,346,"","X-XzniznG2pls kv",101
